7017,9925
3633,9817
3581,9816
3478,9814
3443,9814
3374,9812
3340,9814
3412,9810
3539,9806
3309,9806
1260,9793
1223,9792
1190,9791
988,9791
744,9788
710,9788
676,9787
569,9787
535,9786
1483,9792
1442,9787
1405,9785
1369,9786
1334,9787
1286,9785
598,9782
1511,9787
1149,9783
1038,9783
940,9780
893,9786
829,9781
1119,9783
785,9780
634,9777
495,9770
450,9770
5841,9514
3580,9471
4233,9459
1813,9460
3634,9458
3051,9462
2728,9455
4203,9455
2712,9449
5765,9455
5336,9452
3478,9443
2727,9439
3587,9438
2924,9434
2529,9434
3468,9429
2909,9432
3683,9429
1535,9418
6029,9450
3488,9417
1422,9415
3742,9408
3710,9406
3380,9424
6000,9428
5858,9433
3247,9423
3019,9423
1508,9410
4897,9416
4213,9399
1645,9418
1574,9396
1460,9399
3703,9393
5860,9385
3669,9392
1701,9414
4959,9422
2363,9383
4283,9387
2998,9380
3228,9384
3914,9361
3426,9379
3356,9386
5857,9364
3148,9363
4204,9362
5056,9414
5210,9402
5119,9366
4959,9355
4861,9412
2228,9351
4914,9361
4773,9398
4673,9400
3751,9358
5945,9439
5622,9410
5089,9346
4579,9362
4521,9411
1490,9343
6007,9364
3219,9346
6050,9345
4422,9398
6331,9335
2915,9342
2892,9354
4287,9341
2300,9341
4550,9340
1570,9336
5712,9332
4319,9355
4241,9352
1525,9330
1436,9325
3722,9328
3131,9385
1986,9316
5435,9405
5591,9317
3213,9320
2984,9317
3807,9339
3670,9345
3451,9364
2883,9315
3341,9320
5150,9307
5117,9314
3235,9314
803,9307
3781,9311
4294,9304
4025,9390
6083,9307
3637,9296
1959,9300
3166,9296
4457,9303
3031,9293
2546,9288
4627,9289
3193,9294
3104,9288
1414,9288
2874,9284
1445,9288
3266,9288
5061,9281
3228,9282
2427,9277
2361,9286
4623,9272
3041,9273
2565,9307
1977,9275
5445,9271
1736,9270
5602,9272
2937,9281
2894,9273
1662,9268
4988,9271
2133,9267
4384,9280
1787,9267
6005,9263
2510,9260
2486,9295
2386,9258
1530,9266
2591,9261
2338,9269
2321,9258
2301,9260
2270,9319
2203,9254
1486,9272
6077,9271
1600,9262
4883,9256
6038,9256
4455,9251
4909,9249
4774,9248
5528,9244
5482,9248
5258,9259
5124,9256
4988,9241
4920,9233
4774,9233
4048,9252
4093,9229
4200,9222
4452,9182
4243,9177
4267,9166
4990,9189
4321,8989
4287,8994
4300,8950
1640,8934
4280,8934
4294,8917
6038,8888
4306,8852
780,8843
4329,8813
836,8858
896,8786
783,8781
5136,8761
761,8758
882,8760
792,8735
4770,8754
730,8727
769,8720
4972,8715
2929,8711
4947,8708
2579,8736
5653,8718
5611,8718
5520,8717
5470,8716
5396,8718
5096,8710
5697,8718
5337,8715
5289,8715
5256,8715
5221,8714
5562,8716
5680,8684
5639,8682
5444,8699
5406,8681
5565,8681
5429,8673
5078,8679
5183,8699
5346,8670
5313,8675
5705,8669
4820,8687
4610,8697
1154,8645
1208,8638
5081,8646
4818,8639
5109,8637
5295,8642
4325,8624
5322,8620
5072,8624
5349,8611
5153,8616
5272,8617
4330,8609
4288,8608
4990,8601
4949,8598
5715,8589
5006,8598
4853,8622
5679,8586
5465,8586
4313,8584
4646,8618
5086,8583
4292,8583
4736,8649
4321,8568
4787,8554
4698,8559
4328,8549
6021,8555
6061,8516
6017,8510
4334,8516
3793,8497
3762,8497
3711,8497
3401,8493
3366,8491
3323,8491
3292,8491
3269,8490
3642,8495
3580,8497
3554,8491
3528,8495
3494,8495
3237,8488
3182,8489
3008,8488
2980,8488
2664,8487
3308,8488
3208,8487
2844,8488
2723,8487
2706,8485
2685,8486
2640,8485
3149,8490
3074,8488
2916,8486
2869,8485
2782,8486
3034,8486
2933,8485
2901,8485
2819,8485
1792,8476
2599,8482
2563,8479
1768,8479
2515,8484
2487,8481
2448,8481
2361,8481
2332,8478
2316,8480
2282,8481
2184,8479
2076,8479
2023,8477
2005,8478
4327,8477
2224,8479
2129,8480
2045,8478
1982,8474
1949,8474
1900,8473
1825,8477
1724,8477
1710,8472
1551,8474
1746,8477
1613,8475
1591,8474
1478,8472
1414,8475
4301,8473
1660,8474
1522,8475
1456,8473
1439,8472
1373,8473
6034,8478
3644,8467
3684,8429
3598,8428
3701,8392
3592,8391
4281,8338
3788,8318
3513,8316
3549,8316
4415,8325
4384,8327
3659,8319
3606,8315
3584,8316
3738,8315
4504,8326
3489,8312
2236,8309
2187,8310
2109,8311
2052,8309
2144,8307
2020,8299
6042,8278
2084,8298
6038,8256
4416,8246
4385,8246
4505,8247
4293,8198
4487,8158
4522,8157
4416,8164
4384,8165
6040,8177
4505,8173
4302,8121
4299,8106
4300,8148
4312,8092
4337,8085
5216,8090
5249,8090
6022,8072
4417,8084
4384,8084
5342,8090
4506,8080
4315,8072
4333,8059
6033,8024
4308,8020
4336,8012
4356,8006
5252,8003
5216,8008
6067,7992
6039,7993
5343,8007
6043,7965
4987,7962
4719,7960
4506,7941
5249,7927
5217,7927
4416,7922
4383,7920
5343,7928
3253,7900
4506,7913
4312,7940
3255,7888
4958,7881
4791,7880
4646,7880
4303,7881
3251,7876
5250,7845
5217,7846
5343,7842
4419,7840
4385,7841
3249,7822
4505,7841
3268,7809
3292,7802
6024,7776
4339,7779
4306,7764
3436,7749
4386,7759
4420,7758
4299,7739
4507,7757
5918,7724
5633,7722
5369,7719
4300,7715
3269,7718
4332,7704
6041,7701
4317,7682
5341,7687
5256,7687
5219,7683
3273,7671
4420,7677
4386,7676
4335,7663
4508,7678
6068,7646
5990,7644
5931,7644
5818,7642
5716,7642
3450,7650
3392,7638
3648,7631
3248,7632
4339,7630
3689,7621
3311,7678
3480,7610
3424,7611
1274,7606
1250,7605
1191,7603
1300,7606
1211,7605
1122,7606
1094,7605
1034,7605
1228,7606
1073,7604
1009,7603
853,7603
1157,7604
930,7602
4524,7588
4489,7588
3461,7591
5252,7601
5219,7601
4419,7596
4386,7596
5344,7602
4507,7604
3401,7569
3261,7588
3245,7531
5253,7519
5220,7521
4420,7513
4387,7516
5344,7519
4509,7512
4291,7501
5327,7441
5252,7440
5220,7440
5353,7442
4286,7429
4314,7404
5009,7394
4890,7394
4750,7392
4672,7392
4628,7392
4569,7389
3251,7390
4418,7371
5327,7353
5361,7352
6028,7352
5252,7359
5220,7358
4389,7357
4420,7348
6054,7339
1157,7375
5345,7367
1102,7360
1059,7372
4510,7356
5087,7314
4961,7314
4742,7312
4521,7312
4461,7312
6050,7302
6029,7298
5253,7279
5220,7276
4420,7274
5345,7275
4388,7271
6047,7274
4509,7274
6059,7251
6040,7230
4326,7230
4331,7205
4297,7197
6028,7201
6055,7192
4423,7188
4307,7181
4388,7190
4509,7192
5938,7159
4313,7161
4336,7152
3143,7143
2872,7143
5250,7135
3095,7145
2604,7140
2563,7141
2345,7141
2325,7142
2817,7143
2294,7140
2075,7139
2055,7140
2523,7143
2255,7141
1804,7136
1785,7136
2010,7138
1714,7137
1534,7136
1516,7134
1455,7135
1435,7136
1755,7137
1485,7135
4334,7119
6071,7114
5340,7125
4492,7115
5254,7113
5221,7119
4420,7114
4388,7111
4312,7107
4518,7115
5865,7078
5807,7078
5733,7078
5604,7076
5574,7076
5540,7076
5460,7076
5315,7074
5253,7074
4340,7079
6045,7100
4344,7037
4526,7024
4491,7024
5253,7037
5221,7036
4421,7032
4389,7030
5345,7038
4510,7040
4286,7020
4318,7020
4337,7002
6056,6984
4315,6979
4338,6976
4289,6964
5255,6954
5221,6953
4318,6946
5346,6954
4289,6934
5135,6912
4912,6910
4860,6910
4772,6910
4544,6908
4500,6908
4432,6908
4293,6898
5256,6874
5222,6871
5346,6875
6045,6842
6051,6825
5328,6785
5363,6783
5254,6792
5222,6789
4422,6790
4390,6787
5346,6800
4509,6788
4361,6760
5063,6746
4977,6746
4898,6746
4744,6744
4620,6744
6025,6721
3291,6702
4423,6704
4390,6703
4289,6690
4511,6706
5454,6668
4335,6664
6046,6658
4423,6624
4390,6621
4343,6607
4511,6623
5983,6589
5862,6588
5726,6588
4314,6606
4316,6565
4291,6565
5347,6565
4341,6559
5264,6542
5250,6539
4291,6537
5348,6532
4410,6542
4498,6543
4344,6525
5905,6506
5847,6506
5563,6504
5470,6504
5351,6502
6059,6508
6039,6487
4335,6485
4300,6473
4296,6495
4516,6453
4481,6454
5256,6465
6052,6466
4410,6462
5349,6466
4499,6468
5258,6378
4413,6375
5349,6382
4501,6376
4345,6362
5333,6305
5257,6303
5358,6305
5156,6260
4990,6258
4780,6256
4450,6256
4386,6256
4601,6255
2641,6255
2367,6254
2094,6252
2598,6253
2561,6251
2327,6251
1833,6249
1813,6250
1456,6241
2288,6251
1540,6247
2040,6249
1559,6245
1287,6245
1267,6245
1769,6247
1508,6245
1186,6244
1015,6244
994,6243
914,6244
1470,6246
1236,6244
1204,6244
934,6242
965,6242
4420,6225
5331,6214
5366,6214
5257,6222
4413,6199
5350,6230
6034,6197
4502,6218
5133,6178
4881,6176
4844,6176
4811,6176
4768,6176
4707,6176
4658,6176
4509,6174
6048,6169
5259,6140
4413,6137
5350,6137
4500,6137
4413,6057
4500,6054
5948,6020
5580,6018
5454,6018
5396,6018
5349,5997
5252,5993
6028,5967
5254,5962
4411,5976
5351,5967
4500,5976
6039,5940
4312,5872
5912,5856
5618,5854
5478,5854
5426,5854
5309,5852
4806,5850
4683,5850
4513,5849
4485,5848
4300,5854
6045,5876
6067,5818
5662,5814
5641,5815
5605,5814
5585,5813
5549,5813
5528,5813
5484,5814
5438,5811
5415,5813
4815,5811
4723,5810
4702,5809
6051,5797
4837,5809
4771,5810
4668,5810
4646,5809
4613,5806
4590,5808
5774,5763
5752,5762
5717,5762
5696,5761
5651,5761
5606,5761
5584,5760
5550,5761
5528,5760
5494,5760
5472,5761
5428,5761
4948,5759
4927,5759
4892,5759
4870,5758
4836,5757
4814,5757
4780,5757
4758,5757
4724,5757
4702,5757
4668,5756
4646,5756
4602,5757
6050,5745
6071,5738
5251,5760
4428,5751
5774,5709
5753,5708
5718,5710
5697,5707
5663,5705
5641,5707
5606,5709
5585,5706
5549,5708
5494,5708
5473,5706
5438,5709
5415,5706
5529,5706
4948,5705
4928,5706
4892,5706
4872,5702
4838,5702
4815,5703
4780,5705
4759,5703
4723,5704
4703,5703
4668,5704
4647,5703
4612,5704
4591,5703
4330,5673
4345,5656
5780,5656
5758,5656
5724,5656
5702,5656
5667,5657
5646,5656
5598,5657
5537,5657
5478,5653
5415,5656
4954,5653
4933,5651
4899,5651
4877,5651
4842,5652
4820,5651
4772,5652
4711,5653
4653,5649
4590,5651
6053,5676
5344,5661
5289,5662
5235,5656
4523,5656
4468,5659
4419,5661
4346,5631
6038,5603
5777,5605
5656,5605
5717,5604
5594,5603
5534,5602
4951,5600
4892,5600
4830,5600
4769,5599
4709,5598
4336,5594
5394,5720
4569,5707
4364,5715
6052,5556
5348,5537
6076,5532
5901,5529
6031,5529
6076,5513
5873,5511
5364,5505
6041,5506
5277,5484
5904,5498
5878,5475
5348,5474
5004,5373
5007,5359
5198,5353
4916,5354
5018,5345
5228,5308
5346,5305
2526,5337
2463,5342
2111,5341
2050,5342
1699,5334
1633,5339
5228,5297
1285,5337
1220,5337
5115,5293
5346,5287
6039,5278
4326,5263
4293,5263
4343,5264
4307,5256
4344,5231
5416,5226
5853,5235
5414,5205
5219,5190
4310,5207
6051,5224
6050,5168
4304,5164
6067,5143
4911,5114
4329,5113
5729,5109
5617,5060
4669,5049
3348,5079
3285,5077
2937,5073
2873,5076
2525,5072
4350,5046
2460,5071
2115,5070
2047,5070
1698,5067
1634,5068
1289,5059
1221,5066
4293,4977
5655,4949
4338,4951
5021,4934
5090,4898
5609,4888
4327,4863
4754,4841
4340,4840
4299,4845
5073,4831
4333,4800
3350,4801
3288,4798
2938,4803
2876,4796
2464,4794
2525,4789
2111,4801
2051,4791
1699,4795
1638,4790
1287,4794
1225,4786
4345,4752
4312,4754
4348,4717
4294,4710
4319,4697
4309,4679
6078,4664
4345,4668
4346,4629
4328,4624
6047,4643
4292,4629
3350,4534
3289,4526
2941,4524
2877,4524
2525,4528
2464,4524
2049,4522
1636,4525
1223,4508
5791,4417
1252,4410
1120,4411
1071,4411
1047,4412
1227,4411
1190,4411
1167,4411
997,4408
5412,4404
5380,4404
3868,4375
1360,4355
1299,4354
1238,4354
1178,4354
1120,4354
1072,4352
1047,4354
1011,4352
987,4352
1371,4297
1347,4296
1311,4298
1287,4296
1251,4291
1227,4294
1190,4296
1167,4294
1130,4296
1108,4293
1071,4297
1048,4294
1012,4295
988,4294
5946,4282
5898,4282
5741,4279
5689,4281
5533,4281
5482,4282
5333,4270
5276,4279
5119,4280
5070,4279
4914,4278
3287,4277
4864,4278
1359,4242
1336,4240
1300,4239
1275,4239
1239,4239
1215,4238
1167,4239
1107,4240
1048,4236
986,4238
2876,4260
3586,4222
2466,4257
2049,4256
2102,4172
3044,4171
3361,4171
3062,4166
1387,4155
3436,4167
3041,4151
1229,4145
3005,4145
2253,4155
1384,4141
1274,4148
1736,4125
5949,4148
5896,4147
5739,4148
1915,4123
5689,4147
5483,4145
5535,4141
5327,4143
5277,4145
5122,4140
4914,4143
1765,4116
5072,4140
4866,4139
2005,4113
1990,4112
1710,4113
3471,4101
3826,4058
3426,4023
3346,3995
5945,4013
5898,4008
5740,4009
5692,4007
5535,4008
5485,4006
5329,4008
5121,4008
5279,4005
5072,4004
3623,3995
3159,3969
3064,3944
3154,3938
3052,3913
3020,3925
2974,3889
3003,3865
2450,3875
2961,3854
5923,3872
5715,3875
5515,3865
5301,3875
5096,3871
4891,3871
2875,3826
2457,3818
2114,3835
2050,3851
1700,3850
1637,3849
1288,3846
1224,3845
3231,3820
2885,3722
5526,3736
5490,3736
5324,3729
5283,3736
5113,3735
5077,3734
4908,3735
4871,3734
5922,3739
3384,3711
5717,3735
3249,3710
3345,3686
3195,3663
3231,3690
3334,3656
5682,3651
2913,3645
5762,3644
5634,3641
3679,3635
3068,3624
5882,3623
3800,3615
5867,3610
3777,3604
4887,3597
3344,3598
2882,3596
3077,3587
3117,3574
2813,3557
2530,3573
2463,3580
2115,3577
2050,3579
1702,3570
1640,3569
1289,3573
1227,3566
3644,3535
3346,3548
3520,3548
3614,3525
2838,3518
3419,3516
2957,3519
2978,3497
3511,3498
3639,3492
2959,3481
3515,3469
3439,3466
2958,3458
5736,3436
3619,3443
5852,3429
5817,3428
5796,3429
5704,3429
5683,3428
5651,3425
4709,3429
5873,3427
3552,3444
4820,3424
4785,3424
4764,3425
4728,3424
3768,3408
3385,3461
2907,3425
4730,3384
5736,3384
2908,3374
4732,3371
5976,3377
5918,3377
5704,3373
5683,3376
5652,3377
5863,3376
5806,3376
4932,3373
4876,3373
4821,3373
4774,3374
4306,3365
2936,3354
4174,3352
4211,3355
4207,3324
3044,3320
5985,3324
5929,3325
5739,3318
5964,3323
5908,3322
5875,3321
5852,3322
5816,3324
5796,3322
5705,3320
5684,3317
5651,3317
4949,3318
4932,3320
