50
\\Pine\nakai\didb\various\korean\50\s9-7.jpg
1653,2339
928
1403,2207,394.000000
1379,2208,407.500000
1354,2205,363.000000
1329,2207,428.000000
1304,2208,395.500000
1286,2207,110.500000
1275,2205,159.000000
1254,2205,358.000000
1229,2207,350.500000
1204,2207,444.000000
1178,2207,424.500000
826,2174,14213.500000
273,2062,38.000000
1190,2053,614.000000
1165,2047,259.000000
1099,2051,536.500000
1067,2053,593.500000
1014,2052,594.500000
983,2051,604.500000
949,2053,590.500000
832,2052,440.500000
799,2051,564.000000
446,2051,631.000000
414,2053,593.500000
380,2051,652.000000
1400,2048,596.000000
1367,2049,518.000000
1302,2049,1154.000000
1250,2050,542.000000
1133,2049,500.000000
898,2050,520.500000
865,2049,494.000000
747,2050,526.000000
714,2049,492.500000
681,2050,659.000000
630,2050,521.000000
597,2049,494.000000
563,2048,600.500000
530,2049,515.000000
480,2050,484.500000
346,2048,596.000000
313,2049,517.000000
253,2049,536.000000
340,2010,52.000000
841,1996,175.000000
1246,1999,386.000000
1117,1995,220.500000
996,1996,232.000000
686,1996,172.500000
1299,1999,464.500000
449,1999,434.500000
1334,1995,352.000000
1057,1999,614.000000
968,2000,581.500000
914,1998,664.000000
571,1996,558.500000
519,1996,1000.500000
759,1995,494.000000
252,1999,549.000000
1400,1998,651.500000
1366,1996,542.000000
1212,1996,536.000000
1179,1997,578.500000
1132,1997,238.000000
1090,1996,435.500000
1011,1997,175.500000
882,1996,451.000000
856,1997,200.000000
793,1997,508.000000
726,1996,587.000000
700,1997,207.500000
638,1997,484.000000
607,1996,518.000000
418,1997,589.000000
384,1997,537.000000
321,1996,415.000000
286,1996,462.500000
1103,1942,176.000000
446,1942,175.500000
279,1941,176.500000
1333,1944,410.000000
1169,1942,177.500000
1045,1946,619.000000
745,1941,220.000000
726,1945,183.500000
1143,1944,533.500000
1019,1940,264.500000
675,1945,435.500000
627,1945,848.000000
485,1944,536.500000
253,1942,416.000000
1243,1945,595.500000
987,1945,436.500000
955,1944,563.500000
864,1943,593.500000
830,1943,594.500000
576,1943,598.000000
352,1943,539.500000
1382,1943,1195.500000
1301,1942,402.000000
1210,1944,626.500000
1184,1943,232.500000
1118,1943,200.000000
896,1942,585.000000
773,1942,477.000000
519,1942,531.000000
461,1943,174.500000
419,1941,597.000000
386,1942,518.000000
320,1943,431.500000
294,1943,205.500000
1326,1849,37.000000
633,1850,52.000000
356,1850,52.500000
1115,1836,175.000000
539,1836,181.500000
1215,1835,221.500000
881,1836,178.500000
821,1840,392.000000
512,1836,431.500000
1038,1837,561.500000
990,1839,582.000000
956,1838,483.000000
856,1838,499.500000
705,1838,538.500000
673,1839,604.500000
613,1839,594.000000
579,1838,477.000000
430,1839,454.500000
1305,1836,538.000000
1272,1837,574.000000
1230,1837,239.000000
1189,1837,639.000000
1156,1836,489.000000
1130,1837,200.000000
1073,1836,554.000000
922,1836,606.500000
896,1837,232.500000
772,1837,520.500000
739,1836,494.000000
553,1837,206.500000
462,1837,646.000000
396,1835,591.000000
318,1838,1163.500000
253,1835,564.000000
952,1796,52.000000
1174,1782,175.500000
439,1785,383.000000
399,1782,232.000000
890,1786,618.000000
558,1784,469.000000
864,1780,259.000000
1399,1784,484.500000
1028,1782,416.000000
993,1783,580.500000
305,1785,539.000000
1368,1785,454.500000
1213,1785,639.500000
799,1784,491.500000
764,1782,578.000000
711,1785,597.000000
679,1786,596.000000
645,1784,656.500000
590,1785,545.000000
1334,1781,592.000000
1285,1782,933.500000
1189,1783,174.500000
1147,1781,597.000000
1114,1782,518.000000
1061,1782,490.500000
932,1782,497.000000
831,1783,661.500000
511,1783,1082.000000
414,1783,175.500000
373,1782,533.000000
339,1783,646.000000
253,1783,480.500000
393,1743,52.500000
1313,1732,383.000000
658,1728,176.500000
1212,1732,464.500000
1125,1731,413.000000
556,1722,57.000000
1159,1731,661.500000
1093,1728,348.000000
436,1730,532.500000
1247,1731,631.000000
1040,1731,612.000000
819,1732,610.500000
471,1731,554.000000
374,1728,580.000000
340,1731,474.000000
287,1731,486.000000
1400,1729,518.500000
1367,1728,586.000000
1279,1729,547.000000
1007,1729,395.000000
958,1731,966.500000
886,1730,655.500000
853,1729,417.000000
764,1732,600.500000
732,1729,495.000000
692,1731,822.000000
632,1730,634.500000
578,1729,492.500000
536,1730,480.000000
503,1730,669.000000
253,1730,579.500000
1327,1690,52.500000
1167,1690,52.500000
373,1690,52.500000
748,1676,175.500000
407,1675,254.500000
1056,1675,183.000000
797,1676,178.500000
637,1678,470.000000
975,1669,56.500000
532,1669,57.000000
1028,1677,599.000000
1274,1678,651.000000
1239,1675,504.500000
1207,1677,520.500000
1147,1677,601.000000
