10	10	2	90	67	45.5
10	10	2	60	48	41.8
10	10	2	45	21	36.7
10	10	5	30	1	27.5
10	9	2	90	98	145.4
10	9	3	60	98	129.4
10	9	2	45	97	115.7
10	9	2	30	11	88.9
10	8	6	90	98	304.8
10	8	5	60	98	274.3
10	8	8	45	100	243.7
10	8	2	30	98	194.4
10	7	9	90	99	424.7
10	7	20	60	99	380.5
10	7	30	45	100	335.7
10	7	10	30	100	260.7
